"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZNF207",-0.308165512273971,6.81650277656699,-3.2337741465602,0.00779464666268213,0.0356206038271492,-3.18917887334286
"CREG1",0.477041590259262,2.61919429385036,3.2337729575167,0.00779466328555206,0.0356206038271492,-2.76418197208314
"FBXL17",0.441733446071474,2.3468968270912,3.23347793449766,0.00779878883039971,0.0356250688800859,-2.71763830743286
"TXNRD1",-0.265968888773349,8.68822371794862,-3.23296502378768,0.00780596655341015,0.0356434671314914,-3.26494620265211
"LOC728392",-0.669507520261611,1.06321401759297,-3.23226772024476,0.00781573544755353,0.0356736775268528,-2.49175055323469
"RAB37",1.2691997388601,-0.626253353911518,3.23174823965817,0.00782302119356718,0.0356925341956503,-2.28386205891639
"TDRD6",1.18825599392278,-0.660410744393658,3.22992364964239,0.00784866586580657,0.0357951045028623,-2.28582283337994
"UCP2",-0.669278214763888,3.87099885396539,-3.2284872173209,0.00786891500265095,0.0358610821265338,-2.96524856927467
"RNF121",-0.701106933469431,1.08599821391964,-3.22826811720501,0.00787200827743467,0.0358610821265338,-2.50291102953054
"SLC26A5",1.37327587482404,-1.14832792911117,3.22814861735297,0.00787369590711809,0.0358610821265338,-2.27702667679927
"RAE1",-0.326459764404302,5.87895918787208,-3.22799896329577,0.00787580990582735,0.0358610821265338,-3.14899794654434
"WSB2",-0.344321507264858,4.61202693829355,-3.22758521823701,0.00788165742751571,0.0358732718392358,-3.0549673975902
"ANGPT2",0.656816763907264,5.57656344692056,3.22649310285375,0.00789711363995718,0.0359291680080882,-3.13162274405007
"TMEM9B",0.378371568085391,3.26559099780818,3.22625774943195,0.0079004485177832,0.0359298934801917,-2.88714359337511
"PDZD8",-0.299926922928862,6.40840886311594,-3.22389129452665,0.00793405993344872,0.0360682555833557,-3.18653047699954
"CAPN7",0.375420581267458,4.07648282005558,3.22349017339607,0.00793977153825636,0.036079724881675,-3.00561375807439
"TCTN2",0.43054486159118,3.10164770997966,3.22275810431839,0.00795020630580996,0.0361126392413648,-2.86633215860361
"SNX19",-0.303227338603701,4.58603159309328,-3.22134086119265,0.00797044698272002,0.0361887551084935,-3.06390446432077
"TMEM67",0.304777878772499,7.63719582915903,3.2211372055919,0.00797335983079756,0.0361887551084935,-3.2479807387909
"LRRC59",-0.684801975337124,2.09688373396621,-3.2180129518593,0.00801818110748689,0.0363775939178886,-2.69713812266713
"SF3B6",-0.262545553933174,6.60938720996968,-3.21689896944097,0.0080342243272918,0.0364357708470167,-3.20950348522568
"PHB",-0.361920926046525,3.8862091324364,-3.21595103926785,0.00804790176607127,0.0364831764755995,-2.99446212109181
"JAKMIP2",-0.431182549188959,3.89929195152837,-3.21355246088857,0.00808261585594192,0.0366258704084833,-2.99972361045079
"ZFAS1",0.316206500906547,5.52622904037122,3.21269583311489,0.00809505042511166,0.0366675322498553,-3.1540797524758
"__ambiguous",-0.238016567158001,13.7656334927133,-3.21064556564708,0.00812489041045644,0.0367879691854,-3.39231238599563
"TCTEX1D1",0.519747854791292,3.22858565682645,3.20941398307378,0.00814286872461905,0.0368404005930538,-2.91011362911486
"GALNT1",-0.349064242193738,5.22161413835338,-3.20940622868392,0.0081429820488933,0.0368404005930538,-3.13831586333847
"LOC101929550",1.63613142664483,-1.09136542306498,3.20790785506152,0.00816490964447988,0.0369106003945342,-2.3075118205017
"AP1G2",0.591022826514633,1.25418319168326,3.20790013459426,0.00816502278281212,0.0369106003945342,-2.57185833069302
"AMZ2P1",0.337143525034753,4.74654871492875,3.20750118199826,0.00817087133361205,0.0369222879951359,-3.10356377862719
"SOD1",0.279645937071701,7.78277921962258,3.20646272544279,0.00818611479599364,0.0369764027611449,-3.28019963720106
"CXCR4",-0.439467210695608,3.65995254917415,-3.20532368491193,0.00820286790149356,0.0370372906246607,-2.98195936876487
"AP3M1",-0.295728610054328,6.89575913558204,-3.20400719421443,0.00822227428944236,0.0371101051396251,-3.24652981753188
"MARS2",-0.692417401403614,0.9736626033877,-3.20159528740506,0.0082579490933467,0.0372562575722559,-2.52808331797883
"HIPK3",0.328576593587571,7.43074292149653,3.19915713425535,0.0082941716695209,0.0374047638264763,-3.27908154342191
"SLC35G1",-1.15569651800639,0.00229252264414696,-3.19830480933808,0.00830687226100721,0.0374471153917516,-2.3869800578838
"ZPR1",-0.640088508378111,1.19312487629869,-3.19790627631439,0.00831281761196968,0.0374589929428263,-2.57459961318355
"ZBED8",0.412269594631453,3.22233460227994,3.197558492158,0.00831800941233692,0.0374674667597899,-2.93093217712474
"ABCA12",-1.07811000421593,-0.121144836248721,-3.19353995729381,0.00837823801851523,0.0377237418143652,-2.38400350363406
"UQCC1",-0.339626231248764,3.91095446233349,-3.19304196711227,0.00838573247514659,0.0377365039278743,-3.03886907740184
"LINC00312",-0.922708578241483,2.09381852676258,-3.19290847629402,0.00838774258759204,0.0377365039278743,-2.73590715894099
"NIPSNAP3A",-0.30473494838435,5.54039600920575,-3.19221900103759,0.00839813252557083,0.037768231131492,-3.19165987511291
"TMEM200A",-0.417669492784363,5.53288990044689,-3.1899213832672,0.00843285038968136,0.0379092976397475,-3.19498376102775
"SKIV2L2",-0.29804152593876,6.73335823258732,-3.18924180803434,0.00844314687954456,0.0379405110969208,-3.26539086599202
"KCNMA1",0.378859545430685,4.14977167371691,3.18860570095272,0.00845279631465982,0.0379515155990138,-3.07677082226227
"ASAH1",0.272178479091703,7.0336353984016,3.18855573225788,0.00845355478884483,0.0379515155990138,-3.28083757576983
"ALS2",-0.281329134494951,6.11409362564201,-3.18841719209219,0.00845565804906,0.0379515155990138,-3.23425269246732
"TGFBI",-1.57765067983366,3.07823864661425,-3.18643821163439,0.00848576009073329,0.0380715207877269,-2.89544286042927
"PTCH1",0.896032631037614,-0.0289074384217414,3.18490874351984,0.0085090990454304,0.0381611001581629,-2.4111649299703
"TMEM254",0.265943274021167,6.30602116466297,3.18416106739712,0.00852053189105851,0.0381972338935527,-3.25272641444328
"UCK2",-0.506575000654997,3.04939147360373,-3.18262222172526,0.00854411166587146,0.0382877716829052,-2.92586453972688
"VTI1A",-0.603017110937626,2.54953778091081,-3.18194398529921,0.00855452528705274,0.0383192611334132,-2.83971511810721
"FXYD6",0.314287573889456,5.6402699702957,3.17969571244497,0.00858913727061844,0.0384590772524921,-3.2209898927933
"FAM91A1",-0.334926873814474,4.90239139137113,-3.179334644199,0.00859470909789574,0.0384688027858743,-3.16730836586133
"C4orf33",0.392808757721652,3.45702915713559,3.1787577838209,0.00860361852379694,0.0384934533795027,-3.00133095354339
"MRPL39",-0.279159221823799,5.15638736616305,-3.17736689090756,0.00862513892698686,0.0385623211159236,-3.19122711117571
"TXNDC16",0.526637225722531,3.61495749562002,3.17732246506854,0.00862582719791452,0.0385623211159236,-3.02552043574029
"LOC81691",0.589002540837707,1.35574933487948,3.17707186784199,0.00862971063821834,0.0385644454468564,-2.64240638521634
"HMGB2",0.372831080130837,5.42599563622011,3.17627767963736,0.00864202967354335,0.0385933063034859,-3.2124933858261
"FBXO38",-0.28053104021419,5.73443564746122,-3.17621578115285,0.00864299055881867,0.0385933063034859,-3.23313831313361
"PRICKLE2",-0.592283230500857,5.47883897816043,-3.17511783604214,0.00866005258259828,0.0386459599765766,-3.21722760678513
"SZRD1",-0.754705022114152,0.292521663809329,-3.17499678050889,0.00866193586817405,0.0386459599765766,-2.46700058796757
"PTBP3",0.289838369292417,6.34652786043191,3.17479803041894,0.00866502876363896,0.0386459599765766,-3.27170187004938
"DGKI",-0.767244777848768,1.29721278189144,-3.17308428371239,0.00869174408670637,0.0387497572008079,-2.63210415502977
"SPPL2A",0.602298006342344,1.76140215070452,3.17286611939664,0.00869515099715875,0.0387497572008079,-2.72012776113506
"CLDN12",0.304973989637825,7.06831195967724,3.1714291870012,0.00871762432795452,0.0388346138861439,-3.31321881110908
"TGM2",-2.60500847976975,-2.20017796927598,-3.17116804633399,0.00872171482852547,0.0388375455666138,-2.43899534223522
"NFXL1",0.474078492046486,3.48636904179201,3.16752575875647,0.00877897060203848,0.039077125240781,-3.02473920942735
"NNT-AS1",0.297799880403057,4.85539282668005,3.16658613693703,0.00879380287638646,0.0391277544421206,-3.18654673290715
"GLMP",-0.768175790927631,0.741628392247365,-3.16400024425943,0.00883475330003621,0.0392912370365635,-2.55172759188344
"GNG2",-0.269049318250078,6.85130051502593,-3.1638278691222,0.00883748990349571,0.0392912370365635,-3.31680790976741
"NME7",-0.265685304697568,6.06531251431313,-3.16294085915328,0.00885158552820268,0.0393384486455669,-3.2772922441598
"TBC1D8B",0.867230117797241,3.62253625486801,3.1626642992799,0.00885598504160445,0.0393425483885961,-3.04623296329324
"VBP1",-0.261322729581149,6.47496675896432,-3.1622202442169,0.00886305370012446,0.0393584978873266,-3.30107999918581
"FAM118B",-0.312704688883966,5.00045371814176,-3.1614977139377,0.00887456745879683,0.0393880191005985,-3.20737664625666
"AREL1",-0.317483237751901,4.69171989854527,-3.16136627517777,0.00887666360640974,0.0393880191005985,-3.18130865225461
"CIR1",0.327793480493703,5.16650386475651,3.16060665542784,0.00888878762824354,0.0394120541369201,-3.22193266442664
"FECH",0.382971329065011,3.03562600675999,3.16058419667118,0.00888914633957897,0.0394120541369201,-2.96640469286285
"FAM118A",-0.456505861491424,2.37097243780909,-3.16027738378901,0.00889404822399582,0.0394120541369201,-2.84901725120803
"GPD1L",0.514310268154783,3.82582575225639,3.16015445952833,0.00889601292670738,0.0394120541369201,-3.0862383641978
"SASS6",0.60642349878116,4.04332118733494,3.15907327434656,0.00891331248736276,0.039458524758717,-3.11427743863053
"GPR160",0.735632629102663,1.68139846822191,3.1590630192608,0.00891347673736463,0.039458524758717,-2.7279882283731
"CDH10",-0.532402126409268,2.92221562111599,-3.15859351859128,0.00892099975082059,0.039476383332239,-2.94742263838333
"RNF181",-0.374316431122528,5.066279002656,-3.15779781486266,0.00893376434006283,0.0395073284911764,-3.21900553228151
"GRAMD3",0.401543066105206,7.05768594101305,3.15772234274402,0.00893497601492889,0.0395073284911764,-3.33731738354706
"MAMLD1",-0.917817812398085,0.330475836161982,-3.15390907432402,0.00899641357327042,0.0397634451490448,-2.50530063749708
"CSPP1",0.375988056647562,5.80495526664526,3.15272685572061,0.00901554762061436,0.0398324565901021,-3.27986050157572
"EIF2S1",-0.262068488421399,8.16056016881936,-3.15110297473774,0.00904189708060203,0.0399332808224091,-3.39415603883769
"MBTPS2",-0.325482996042956,4.23220359789111,-3.15062782458736,0.00904962170441528,0.0399518024133667,-3.15391177334199
"PELI2",-0.361852035860787,4.7483876982778,-3.15039911730899,0.00905334223135004,0.0399526393711879,-3.20587077190967
"FMN2",-0.681034946717012,1.44520549252958,-3.14958134464952,0.0090666581283148,0.0399911199533073,-2.70289948380315
"KBTBD3",0.313619618544643,4.51524625366767,3.14942963015394,0.00906913069378582,0.0399911199533073,-3.18626006822858
"SNORA35",0.668401774749069,1.48012298416032,3.14883982205104,0.0090787495704416,0.0400179397699831,-2.7116487676246
"TTC9",-0.490046946866574,2.47192449521802,-3.14838792988293,0.00908612623209342,0.0400187966732327,-2.88733462667589
"ZNF286A",-0.331800653089956,4.40688421842871,-3.14831625785746,0.0090872967592785,0.0400187966732327,-3.17683449967394
"PIH1D3",0.784806653924585,1.5587473556155,3.14817805082276,0.00908955434822873,0.0400187966732327,-2.72531630272825
"OLFML3",-1.41970026143438,-0.825577561913311,-3.14738162774917,0.00910257485037489,0.0400605345904286,-2.40490493844288
"ZNF195",-0.358869289461722,5.77162754733014,-3.14614063085196,0.00912290119746067,0.0401190805493522,-3.28938657961065
"DIEXF",-0.334217494604716,5.06720376365279,-3.14613649584629,0.00912296900163351,0.0401190805493522,-3.24016473754549
"MTRNR2L2",0.610783905075085,1.71940150499582,3.14430702484676,0.00915301801445505,0.0402355861824238,-2.76253162560756
"COMMD1",-0.316444149720072,4.78476031119192,-3.14345701895691,0.00916701339379204,0.0402814588546629,-3.22164580898364
"SERPINB6",-0.322740775742289,4.49561813781984,-3.1423304330082,0.00918559604631905,0.0403474453664985,-3.19675163384595
"SEC24B",0.32598863816856,4.71629252091455,3.1419432121675,0.0091919919197694,0.0403598713900624,-3.21847476246444
"FLVCR2",0.695938010092382,1.29491784657146,3.14145724381674,0.00920002521935966,0.0403710031100852,-2.69150278373752
"ARRDC4",-0.309194883684675,5.43451012813331,-3.14135821926796,0.0092016630155466,0.0403710031100852,-3.27585988692391
"FNBP4",0.388581837792525,4.69697623745609,3.14105336929773,0.00920670687107671,0.0403743263471497,-3.21795811530165
"MLLT4",0.368833110811946,4.41665365225265,3.14088118873716,0.00920955689809928,0.0403743263471497,-3.19134801695327
"BICD2",-0.383805637604094,3.24245419749634,-3.14015604696969,0.0092215696405579,0.0404113324875727,-3.03523884447228
"TRIM5",-0.338517567801536,4.66357366250474,-3.13920339146518,0.0092373754851999,0.0404649259059376,-3.21827041949161
"DOCK1",-0.302556368343593,4.8609202022737,-3.13849661216994,0.00924911961707574,0.040500692131274,-3.23715694719151
"MAST4",0.304383589814007,5.12168461107313,3.13686459108873,0.00927629568050447,0.0406039789651482,-3.26122528342469
"ZNF595",0.409928573100645,3.90879687762726,3.13655651940075,0.00928143467927539,0.0406107631075023,-3.14003602201065
"LGR4",-0.35957635218351,5.03920332825913,-3.13603979824361,0.00929006066361857,0.0406327933547909,-3.25599927688373
"CCDC15",0.565679002285583,2.49296320175179,3.13554759070654,0.00929828496602988,0.0406530503827775,-2.91462223798979
"AGBL4",0.897749512349938,-0.222531006511565,3.13501757075157,0.00930714931149306,0.0406760890148876,-2.4720635190325
"PARP1",-0.329814973817847,4.51094034124138,-3.13443023010406,0.00931698230408074,0.0406904448664043,-3.2123832646938
"ZFAND5",0.326681598669541,5.39727355230271,3.1343917794425,0.00931762639406571,0.0406904448664043,-3.28580619793356
"JAG1",-0.782454648942438,4.2320553131836,-3.13353709861951,0.00933195484979139,0.0407324658077473,-3.17892431415725
"CXXC4",0.439786324445825,3.62978303258653,3.1333884949385,0.00933444841710019,0.0407324658077473,-3.10756683288407
"PHKB",0.259246529186779,6.6772561093456,3.13247867594936,0.00934972986422673,0.0407834207454609,-3.36485716536327
"HMGN5",0.420191275399946,3.66483851758999,3.13224804932473,0.00935360751929649,0.0407846123625587,-3.11454912861153
"PAN2",0.448666460111879,4.31635187586244,3.13114072269811,0.00937224828775242,0.0408501499907237,-3.19775268749758
"GPR171",0.762037395654389,2.02234670672507,3.13081080158418,0.00937780945014427,0.04085864995317,-2.83644842735265
"EPB41L2",-0.452779959970208,3.04761966851964,-3.13045181310444,0.00938386436412047,0.040869293795236,-3.01939293394321
"EHBP1",-0.370390499675753,5.46141787924108,-3.12949562826768,0.00940001124416664,0.0409238658052118,-3.29884746080105
"MBD5",0.449415830481839,3.45544243896559,3.1292007661738,0.00940499618023198,0.0409282459081884,-3.08883376165094
"CNR1",-0.694793082589327,2.16579124597915,-3.12900828740792,0.00940825166656632,0.0409282459081884,-2.86543100858812
"TNKS2",0.392770675657135,5.76088926296314,3.12849294058631,0.00941697358701066,0.0409504443262973,-3.32061232504265
"OGFOD1",-0.268746771607417,5.92550499472665,-3.12730969187458,0.00943703027576669,0.0409989196395663,-3.33296344177599
"SMYD3",-0.396232064782104,4.8385940816739,-3.12707089144506,0.00944108330407589,0.0409989196395663,-3.25532429065896
"ZNF215",-0.673354204215914,1.12819148809489,-3.12703336423236,0.00944172039281817,0.0409989196395663,-2.68292721791188
"SLFN11",-1.18599866280388,-0.209148580118972,-3.12698069399129,0.00944261463373485,0.0409989196395663,-2.48201716770597
"MARCKS",-0.500339505223945,5.93425573411911,-3.12668313714342,0.00944766819403225,0.041005126818364,-3.33403617773332
"ANLN",-0.445977454363979,4.17313814571785,-3.12540123092943,0.00946947074933062,0.0410839959849218,-3.19116429334982
"FAM196B",-1.15692846254056,-0.816460179800916,-3.12479894560559,0.00947973192651672,0.0411127507660164,-2.44244045013962
"SLC25A37",0.544014843312852,1.75803565121764,3.12393856729121,0.00949440975476595,0.0411606307950869,-2.80613352573093
"ATL3",-0.304700212795307,6.35467096385939,-3.12367858915643,0.00949884943210278,0.0411641062138043,-3.3639811456411
"RNF182",-0.313595030314408,4.41215282878774,-3.12333151599121,0.00950477971299709,0.0411740361610115,-3.22224537047059
"UGDH",-0.308993789467365,5.942452373047,-3.12277322580071,0.00951432681662452,0.0411996203329914,-3.34205309222713
"LACTB",-0.395456559496359,3.05563607645744,-3.12238697802985,0.00952093756271046,0.0412124745685038,-3.03573219638134
"SPATA7",0.462844711183328,2.61531523420045,3.12073765588439,0.00954921849161202,0.041319084983782,-2.96358799097926
"IFT46",0.331821560076316,5.76469556970697,3.11727501802691,0.0096088689322533,0.0415612966240237,-3.3411353924371
"EBLN3",0.272149890622582,5.77460401008206,3.116591987448,0.00962067981599659,0.0415964815124193,-3.34307317961711
"ATXN7",0.36677336106606,3.98424153492847,3.11517593680148,0.0096452127577636,0.0416866242758194,-3.18806126241348
